2009,04,22,KEY,Buy,100
2009,04,29,KEY,Sell,100
2009,04,27,KEY,Buy,100
2009,05,04,KEY,Sell,100
2009,05,05,KEY,Buy,100
2009,05,12,KEY,Sell,100
2009,05,07,KEY,Buy,100
2009,05,14,KEY,Sell,100
2009,09,17,KEY,Buy,100
2009,09,24,KEY,Sell,100
2009,03,30,KIM,Buy,100
2009,04,06,KIM,Sell,100
2008,11,20,KMX,Buy,100
2008,11,28,KMX,Sell,100
2008,12,01,KMX,Buy,100
2008,12,08,KMX,Sell,100
2008,10,24,LEN,Buy,100
2008,10,31,LEN,Sell,100
2008,11,12,LEN,Buy,100
2008,11,19,LEN,Sell,100
2008,12,01,LEN,Buy,100
2008,12,08,LEN,Sell,100
2009,01,20,LEN,Buy,100
2009,01,27,LEN,Sell,100
2009,01,22,LEN,Buy,100
2009,01,29,LEN,Sell,100
2009,02,18,LEN,Buy,100
2009,02,25,LEN,Sell,100
2009,02,27,LEN,Buy,100
2009,03,06,LEN,Sell,100
2008,11,20,LNC,Buy,100
2008,11,28,LNC,Sell,100
2009,03,03,LNC,Buy,100
2009,03,10,LNC,Sell,100
2009,03,05,LNC,Buy,100
2009,03,12,LNC,Sell,100
2009,03,30,LNC,Buy,100
2009,04,06,LNC,Sell,100
2009,04,02,LNC,Buy,100
2009,04,09,LNC,Sell,100
2008,05,16,LSI,Buy,100
2008,05,23,LSI,Sell,100
2008,06,11,LSI,Buy,100
2008,06,18,LSI,Sell,100
2008,06,18,LSI,Buy,100
2008,06,25,LSI,Sell,100
2008,06,23,LSI,Buy,100
2008,06,30,LSI,Sell,100
2008,07,25,LSI,Buy,100
2008,08,01,LSI,Sell,100
2008,07,31,LSI,Buy,100
2008,08,07,LSI,Sell,100
2008,08,05,LSI,Buy,100
2008,08,12,LSI,Sell,100
2008,08,29,LSI,Buy,100
2008,09,08,LSI,Sell,100
2009,03,03,LTD,Buy,100
2009,03,10,LTD,Sell,100
2009,03,05,LTD,Buy,100
2009,03,12,LTD,Sell,100
2009,02,02,LUV,Buy,100
2009,02,09,LUV,Sell,100
2009,02,17,LUV,Buy,100
2009,02,24,LUV,Sell,100
2009,04,03,LUV,Buy,100
2009,04,13,LUV,Sell,100
2009,04,07,LUV,Buy,100
2009,04,15,LUV,Sell,100
2009,04,27,LUV,Buy,100
2009,05,04,LUV,Sell,100
2009,04,30,LUV,Buy,100
2009,05,07,LUV,Sell,100
2009,05,13,LUV,Buy,100
2009,05,20,LUV,Sell,100
2009,05,20,LUV,Buy,100
2009,05,28,LUV,Sell,100
2009,06,03,LUV,Buy,100
2009,06,10,LUV,Sell,100
2009,07,21,LUV,Buy,100
2009,07,28,LUV,Sell,100
2008,11,18,M,Buy,100
2008,11,25,M,Sell,100
2008,12,01,M,Buy,100
2008,12,08,M,Sell,100
2009,03,05,M,Buy,100
2009,03,12,M,Sell,100
2009,02,12,MAS,Buy,100
2009,02,20,MAS,Sell,100
2009,03,30,MAS,Buy,100
2009,04,06,MAS,Sell,100
2008,01,23,MSI,Buy,100
2008,01,30,MSI,Sell,100
2008,02,05,MSI,Buy,100
2008,02,12,MSI,Sell,100
2008,01,03,MU,Buy,100
2008,01,10,MU,Sell,100
2008,02,06,MU,Buy,100
2008,02,13,MU,Sell,100
2008,02,08,MU,Buy,100
2008,02,15,MU,Sell,100
2008,03,04,MU,Buy,100
2008,03,11,MU,Sell,100
2008,03,06,MU,Buy,100
2008,03,13,MU,Sell,100
2008,06,26,MU,Buy,100
2008,07,03,MU,Sell,100
2009,08,14,MU,Buy,100
2009,08,21,MU,Sell,100
2009,09,02,MU,Buy,100
2009,09,10,MU,Sell,100
2009,10,28,MU,Buy,100
2009,11,04,MU,Sell,100
2009,10,30,MU,Buy,100
2009,11,06,MU,Sell,100
2008,10,23,MYL,Buy,100
2008,10,30,MYL,Sell,100
2008,10,09,NVDA,Buy,100
2008,10,16,NVDA,Sell,100
2008,10,22,NVDA,Buy,100
2008,10,29,NVDA,Sell,100
2008,11,18,NVDA,Buy,100
2008,11,25,NVDA,Sell,100
2008,12,01,NVDA,Buy,100
2008,12,08,NVDA,Sell,100
2009,02,18,NWL,Buy,100
2009,02,25,NWL,Sell,100
2009,03,24,NWL,Buy,100
2009,03,31,NWL,Sell,100
2009,04,07,NWL,Buy,100
2009,04,15,NWL,Sell,100
2008,11,17,NWSA,Buy,100
2008,11,24,NWSA,Sell,100
2009,01,23,NWSA,Buy,100
2009,01,30,NWSA,Sell,100
2009,01,29,NWSA,Buy,100
2009,02,05,NWSA,Sell,100
2009,03,27,NWSA,Buy,100
2009,04,03,NWSA,Sell,100
2009,10,20,PCS,Buy,100
2009,10,27,PCS,Sell,100
2009,10,23,PCS,Buy,100
2009,10,30,PCS,Sell,100
2009,12,08,PCS,Buy,100
2009,12,15,PCS,Sell,100
2009,03,03,PFG,Buy,100
2009,03,10,PFG,Sell,100
2009,03,05,PFG,Buy,100
2009,03,12,PFG,Sell,100
2008,07,15,RF,Buy,100
2008,07,22,RF,Sell,100
2009,01,14,RF,Buy,100
2009,01,22,RF,Sell,100
2009,04,20,RF,Buy,100
2009,04,27,RF,Sell,100
2009,03,03,RRD,Buy,100
2009,03,10,RRD,Sell,100
2008,03,03,S,Buy,100
2008,03,10,S,Sell,100
2008,03,06,S,Buy,100
2008,03,13,S,Sell,100
2008,03,10,S,Buy,100
2008,03,17,S,Sell,100
2008,09,15,S,Buy,100
2008,09,22,S,Sell,100
2008,09,22,S,Buy,100
2008,09,29,S,Sell,100
2008,10,09,SLM,Buy,100
2008,10,16,SLM,Sell,100
2008,11,17,SLM,Buy,100
2008,11,24,SLM,Sell,100
2009,02,26,SLM,Buy,100
2009,03,05,SLM,Sell,100
2008,11,19,SNDK,Buy,100
2008,11,26,SNDK,Sell,100
2009,02,19,STI,Buy,100
2009,02,26,STI,Sell,100
2008,10,27,STX,Buy,100
2008,11,03,STX,Sell,100
2008,11,06,STX,Buy,100
2008,11,13,STX,Sell,100
2009,05,13,STX,Buy,100
2009,05,20,STX,Sell,100
2008,10,03,TER,Buy,100
2008,10,10,TER,Sell,100
2009,06,16,TER,Buy,100
2009,06,23,TER,Sell,100
2009,07,02,TER,Buy,100
2009,07,10,TER,Sell,100
2008,10,24,TIE,Buy,100
2008,10,31,TIE,Sell,100
2008,11,18,TIE,Buy,100
2008,11,25,TIE,Sell,100
2009,01,14,TIE,Buy,100
2009,01,22,TIE,Sell,100
2009,01,20,TIE,Buy,100
2009,01,27,TIE,Sell,100
2009,02,20,TIE,Buy,100
2009,02,27,TIE,Sell,100
2009,04,20,TIE,Buy,100
2009,04,27,TIE,Sell,100
2008,11,10,TSN,Buy,100
2008,11,17,TSN,Sell,100
2008,11,28,TSN,Buy,100
2008,12,05,TSN,Sell,100
2008,12,11,TSN,Buy,100
2008,12,18,TSN,Sell,100
2008,12,15,TSN,Buy,100
2008,12,22,TSN,Sell,100
2008,11,20,TSO,Buy,100
2008,11,28,TSO,Sell,100
2009,03,09,TWC,Buy,100
2009,03,16,TWC,Sell,100
2009,02,04,TXT,Buy,100
2009,02,11,TXT,Sell,100
2009,02,10,TXT,Buy,100
2009,02,18,TXT,Sell,100
2008,10,30,WIN,Buy,100
2008,11,06,WIN,Sell,100
2009,03,02,WIN,Buy,100
2009,03,09,WIN,Sell,100
2008,10,22,WYN,Buy,100
2008,10,29,WYN,Sell,100
2008,11,10,WYN,Buy,100
2008,11,17,WYN,Sell,100
2009,01,12,WYN,Buy,100
2009,01,20,WYN,Sell,100
2009,01,20,WYN,Buy,100
2009,01,27,WYN,Sell,100
2009,01,29,WYN,Buy,100
2009,02,05,WYN,Sell,100
2008,10,09,XL,Buy,100
2008,10,16,XL,Sell,100
2008,11,12,XL,Buy,100
2008,11,19,XL,Sell,100
2008,11,11,XRX,Buy,100
2008,11,18,XRX,Sell,100
2008,11,28,XRX,Buy,100
2008,12,05,XRX,Sell,100
2008,12,04,XRX,Buy,100
2008,12,11,XRX,Sell,100
2009,01,26,XRX,Buy,100
2009,02,02,XRX,Sell,100
2009,01,29,XRX,Buy,100
2009,02,05,XRX,Sell,100
2009,02,10,XRX,Buy,100
2009,02,18,XRX,Sell,100
2009,06,03,XRX,Buy,100
2009,06,10,XRX,Sell,100
2009,06,12,XRX,Buy,100
2009,06,19,XRX,Sell,100
2009,07,21,XRX,Buy,100
2009,07,28,XRX,Sell,100
2009,03,05,ZION,Buy,100
2009,03,12,ZION,Sell,100
